spot_id	x	y	clusternum
evenBo18.oddBo35	32	61	661
evenBo16.oddBo48	34	48	587
evenBo36.oddBo20	14	76	524
evenBo16.oddBo40	34	56	573
evenBo3.oddBo64	47	32	132
evenBo27.oddBo52	23	44	1453
evenBo34.oddBo64	16	32	1571
evenBo36.oddBo35	14	61	871
evenBo21.oddBo68	29	28	598
evenBo41.oddBo15	9	81	1458
evenBo45.oddBo15	5	81	924
evenBo8.oddBo49	42	47	1310
evenBo32.oddBo23	18	73	296
evenBo43.oddBo64	7	32	845
evenBo13.oddBo57	37	39	1051
evenBo39.oddBo65	11	31	1378
evenBo47.oddBo21	3	75	1517
evenBo11.oddBo30	39	66	270
evenBo17.oddBo16	33	80	502
evenBo49.oddBo19	1	77	712
evenBo42.oddBo37	8	59	1152
evenBo39.oddBo66	11	30	1010
evenBo27.oddBo48	23	48	714
evenBo17.oddBo53	33	43	1427
evenBo16.oddBo66	34	30	821
evenBo20.oddBo20	30	76	437
evenBo29.oddBo39	21	57	527
evenBo6.oddBo42	44	54	855
evenBo26.oddBo41	24	55	924
evenBo10.oddBo16	40	80	236
evenBo7.oddBo38	43	58	866
evenBo22.oddBo38	28	58	817
evenBo32.oddBo57	18	39	1147
evenBo24.oddBo56	26	40	2119
evenBo48.oddBo68	2	28	867
evenBo25.oddBo54	25	42	1255
evenBo31.oddBo64	19	32	1518
evenBo31.oddBo56	19	40	1113
evenBo12.oddBo59	38	37	1310
evenBo26.oddBo57	24	39	2933
evenBo41.oddBo68	9	28	1001
evenBo36.oddBo61	14	35	1584
evenBo19.oddBo52	31	44	1010
evenBo25.oddBo65	25	31	1542
evenBo19.oddBo47	31	49	1014
evenBo7.oddBo63	43	33	291
evenBo24.oddBo54	26	42	1990
evenBo29.oddBo70	21	26	937
evenBo18.oddBo63	32	33	829
evenBo34.oddBo12	16	84	584
evenBo50.oddBo54	0	42	566
evenBo14.oddBo22	36	74	564
evenBo20.oddBo25	30	71	1204
evenBo31.oddBo66	19	30	1630
evenBo18.oddBo40	32	56	831
evenBo22.oddBo67	28	29	1450
evenBo43.oddBo58	7	38	639
evenBo21.oddBo40	29	56	789
evenBo46.oddBo19	4	77	1355
evenBo15.oddBo38	35	58	764
evenBo26.oddBo45	24	51	790
evenBo16.oddBo7	34	89	241
evenBo43.oddBo20	7	76	1812
evenBo23.oddBo65	27	31	1338
evenBo41.oddBo32	9	64	1023
evenBo21.oddBo57	29	39	1422
evenBo36.oddBo46	14	50	1121
evenBo16.oddBo42	34	54	522
evenBo27.oddBo51	23	45	2519
evenBo37.oddBo42	13	54	739
evenBo23.oddBo34	27	62	526
evenBo31.oddBo70	19	26	1123
evenBo28.oddBo61	22	35	1328
evenBo2.oddBo16	48	80	156
evenBo20.oddBo33	30	63	705
evenBo37.oddBo36	13	60	644
evenBo34.oddBo60	16	36	1787
evenBo32.oddBo24	18	72	406
evenBo11.oddBo37	39	59	780
evenBo19.oddBo46	31	50	663
evenBo16.oddBo60	34	36	956
evenBo21.oddBo56	29	40	1551
evenBo46.oddBo56	4	40	970
evenBo28.oddBo60	22	36	1308
evenBo6.oddBo45	44	51	392
evenBo46.oddBo68	4	28	969
evenBo15.oddBo32	35	64	377
evenBo21.oddBo48	29	48	757
evenBo44.oddBo27	6	69	470
evenBo17.oddBo36	33	60	1221
evenBo24.oddBo37	26	59	1358
evenBo45.oddBo70	5	26	807
evenBo34.oddBo49	16	47	1034
evenBo45.oddBo16	5	80	2201
evenBo33.oddBo8	17	88	838
evenBo29.oddBo46	21	50	700
evenBo24.oddBo29	26	67	859
evenBo19.oddBo13	31	83	384
evenBo42.oddBo66	8	30	1530
evenBo28.oddBo43	22	53	785
evenBo29.oddBo66	21	30	1164
evenBo16.oddBo32	34	64	566
evenBo37.oddBo63	13	33	2525
evenBo40.oddBo57	10	39	1303
evenBo43.oddBo17	7	79	1244
evenBo46.oddBo65	4	31	559
evenBo10.oddBo31	40	65	451
evenBo37.oddBo30	13	66	810
evenBo24.oddBo50	26	46	835
evenBo29.oddBo50	21	46	1118
evenBo46.oddBo58	4	38	1216
evenBo26.oddBo40	24	56	893
evenBo44.oddBo22	6	74	1292
evenBo39.oddBo13	11	83	620
evenBo26.oddBo60	24	36	1145
evenBo20.oddBo54	30	42	1246
evenBo20.oddBo36	30	60	951
evenBo34.oddBo20	16	76	999
evenBo45.oddBo23	5	73	1886
evenBo11.oddBo36	39	60	301
evenBo44.oddBo43	6	53	564
evenBo41.oddBo61	9	35	1413
evenBo42.oddBo39	8	57	784
evenBo27.oddBo64	23	32	1321
evenBo43.oddBo33	7	63	465
evenBo1.oddBo45	49	51	194
evenBo19.oddBo29	31	67	664
evenBo35.oddBo28	15	68	1214
evenBo32.oddBo17	18	79	209
evenBo42.oddBo34	8	62	599
evenBo23.oddBo39	27	57	972
evenBo25.oddBo67	25	29	1822
evenBo36.oddBo43	14	53	1205
evenBo8.oddBo56	42	40	447
evenBo39.oddBo57	11	39	1181
evenBo47.oddBo25	3	71	927
evenBo6.oddBo48	44	48	359
evenBo33.oddBo20	17	76	1377
evenBo31.oddBo10	19	86	369
evenBo13.oddBo34	37	62	570
evenBo28.oddBo55	22	41	1457
evenBo46.oddBo34	4	62	694
evenBo35.oddBo31	15	65	790
evenBo16.oddBo58	34	38	1225
evenBo26.oddBo70	24	26	1000
evenBo11.oddBo56	39	40	682
evenBo11.oddBo21	39	75	612
evenBo27.oddBo35	23	61	603
evenBo21.oddBo37	29	59	855
evenBo41.oddBo3	9	93	385
evenBo43.oddBo69	7	27	821
evenBo29.oddBo43	21	53	1028
evenBo40.oddBo38	10	58	975
evenBo44.oddBo58	6	38	1117
evenBo45.oddBo36	5	60	725
evenBo20.oddBo45	30	51	657
evenBo33.oddBo37	17	59	978
evenBo50.oddBo59	0	37	724
evenBo37.oddBo60	13	36	1920
evenBo44.oddBo26	6	70	722
evenBo36.oddBo29	14	67	856
evenBo29.oddBo42	21	54	545
evenBo28.oddBo22	22	74	607
evenBo10.oddBo53	40	43	1106
evenBo9.oddBo29	41	67	624
evenBo18.oddBo45	32	51	669
evenBo11.oddBo69	39	27	390
evenBo27.oddBo32	23	64	699
evenBo33.oddBo44	17	52	1039
evenBo39.oddBo10	11	86	318
evenBo26.oddBo32	24	64	924
evenBo35.oddBo55	15	41	958
evenBo38.oddBo32	12	64	873
evenBo41.oddBo66	9	30	1803
evenBo44.oddBo12	6	84	425
evenBo20.oddBo12	30	84	394
evenBo25.oddBo41	25	55	778
evenBo5.oddBo49	45	47	375
evenBo42.oddBo17	8	79	791
evenBo34.oddBo47	16	49	1215
evenBo46.oddBo41	4	55	463
evenBo40.oddBo20	10	76	1051
evenBo24.oddBo6	26	90	631
evenBo42.oddBo64	8	32	1114
evenBo28.oddBo36	22	60	856
evenBo35.oddBo50	15	46	1029
evenBo37.oddBo47	13	49	1274
evenBo12.oddBo53	38	43	690
evenBo20.oddBo58	30	38	1833
evenBo22.oddBo57	28	39	1292
evenBo22.oddBo49	28	47	439
evenBo36.oddBo47	14	49	923
evenBo39.oddBo61	11	35	932
evenBo21.oddBo63	29	33	780
evenBo12.oddBo30	38	66	484
evenBo45.oddBo60	5	36	861
evenBo8.oddBo39	42	57	800
evenBo28.oddBo56	22	40	1705
evenBo26.oddBo35	24	61	652
evenBo31.oddBo67	19	29	2216
evenBo18.oddBo37	32	59	995
evenBo24.oddBo70	26	26	1504
evenBo32.oddBo25	18	71	601
evenBo29.oddBo59	21	37	1130
evenBo24.oddBo41	26	55	855
evenBo37.oddBo12	13	84	412
evenBo25.oddBo38	25	58	927
evenBo23.oddBo47	27	49	832
evenBo20.oddBo38	30	58	757
evenBo24.oddBo66	26	30	1653
evenBo12.oddBo41	38	55	608
evenBo30.oddBo36	20	60	553
evenBo40.oddBo1	10	95	426
evenBo44.oddBo21	6	75	2618
evenBo22.oddBo59	28	37	1122
evenBo46.oddBo67	4	29	1702
evenBo6.oddBo35	44	61	294
evenBo28.oddBo38	22	58	694
evenBo13.oddBo58	37	38	1600
evenBo42.oddBo43	8	53	731
evenBo31.oddBo38	19	58	781
evenBo4.oddBo48	46	48	218
evenBo47.oddBo29	3	67	368
evenBo29.oddBo8	21	88	225
evenBo11.oddBo27	39	69	232
evenBo50.oddBo31	0	65	487
evenBo46.oddBo53	4	43	1059
evenBo40.oddBo11	10	85	1321
evenBo15.oddBo41	35	55	508
evenBo46.oddBo25	4	71	921
evenBo29.oddBo9	21	87	242
evenBo36.oddBo10	14	86	778
evenBo42.oddBo55	8	41	1092
evenBo24.oddBo27	26	69	1024
evenBo30.oddBo61	20	35	1207
evenBo28.oddBo31	22	65	649
evenBo43.oddBo52	7	44	550
evenBo12.oddBo18	38	78	234
evenBo14.oddBo35	36	61	1261
evenBo11.oddBo50	39	46	460
evenBo43.oddBo7	7	89	119
evenBo31.oddBo60	19	36	741
evenBo40.oddBo31	10	65	1141
evenBo44.oddBo44	6	52	477
evenBo47.oddBo58	3	38	899
evenBo43.oddBo15	7	81	905
evenBo32.oddBo64	18	32	1004
evenBo32.oddBo59	18	37	1076
evenBo17.oddBo65	33	31	827
evenBo10.oddBo61	40	35	318
evenBo44.oddBo19	6	77	2470
evenBo8.oddBo50	42	46	885
evenBo20.oddBo61	30	35	656
evenBo14.oddBo16	36	80	664
evenBo46.oddBo38	4	58	512
evenBo49.oddBo36	1	60	171
evenBo34.oddBo11	16	85	378
evenBo32.oddBo54	18	42	1127
evenBo24.oddBo31	26	65	601
evenBo45.oddBo44	5	52	697
evenBo43.oddBo53	7	43	937
evenBo24.oddBo60	26	36	1252
evenBo21.oddBo34	29	62	409
evenBo21.oddBo45	29	51	704
evenBo11.oddBo29	39	67	253
evenBo38.oddBo55	12	41	1107
evenBo29.oddBo62	21	34	1418
evenBo25.oddBo29	25	67	722
evenBo33.oddBo64	17	32	1261
evenBo25.oddBo37	25	59	985
evenBo33.oddBo60	17	36	1801
evenBo36.oddBo49	14	47	917
evenBo12.oddBo61	38	35	548
evenBo41.oddBo23	9	73	1162
evenBo33.oddBo43	17	53	863
evenBo36.oddBo60	14	36	1201
evenBo32.oddBo50	18	46	672
evenBo30.oddBo46	20	50	945
evenBo23.oddBo48	27	48	818
evenBo28.oddBo34	22	62	554
evenBo20.oddBo17	30	79	302
evenBo21.oddBo25	29	71	1141
evenBo33.oddBo29	17	67	556
evenBo21.oddBo52	29	44	794
evenBo40.oddBo42	10	54	949
evenBo35.oddBo56	15	40	1911
evenBo33.oddBo67	17	29	1638
evenBo13.oddBo38	37	58	849
evenBo4.oddBo10	46	86	163
evenBo20.oddBo63	30	33	1013
evenBo15.oddBo64	35	32	749
evenBo37.oddBo21	13	75	1601
evenBo8.oddBo55	42	41	317
evenBo11.oddBo54	39	42	770
evenBo27.oddBo63	23	33	2105
evenBo11.oddBo65	39	31	335
evenBo35.oddBo24	15	72	786
evenBo9.oddBo28	41	68	819
evenBo20.oddBo59	30	37	1285
evenBo11.oddBo45	39	51	418
evenBo49.oddBo69	1	27	843
evenBo23.oddBo20	27	76	461
evenBo37.oddBo51	13	45	1440
evenBo24.oddBo8	26	88	332
evenBo7.oddBo37	43	59	695
evenBo37.oddBo4	13	92	110
evenBo35.oddBo53	15	43	1375
evenBo25.oddBo69	25	27	1698
evenBo21.oddBo41	29	55	768
evenBo42.oddBo13	8	83	903
evenBo26.oddBo62	24	34	1288
evenBo37.oddBo58	13	38	2075
evenBo24.oddBo44	26	52	829
evenBo23.oddBo62	27	34	1699
evenBo8.oddBo58	42	38	622
evenBo39.oddBo7	11	89	88
evenBo15.oddBo36	35	60	564
evenBo8.oddBo47	42	49	853
evenBo38.oddBo59	12	37	2160
evenBo21.oddBo43	29	53	948
evenBo23.oddBo67	27	29	1766
evenBo35.oddBo47	15	49	1179
evenBo23.oddBo37	27	59	1057
evenBo32.oddBo36	18	60	481
evenBo4.oddBo43	46	53	287
evenBo3.oddBo24	47	72	149
evenBo49.oddBo8	1	88	230
evenBo18.oddBo48	32	48	784
evenBo43.oddBo68	7	28	802
evenBo39.oddBo52	11	44	493
evenBo41.oddBo54	9	42	699
evenBo29.oddBo25	21	71	554
evenBo13.oddBo59	37	37	1299
evenBo12.oddBo37	38	59	490
evenBo9.oddBo52	41	44	730
evenBo13.oddBo39	37	57	606
evenBo47.oddBo68	3	28	967
evenBo21.oddBo23	29	73	861
evenBo49.oddBo31	1	65	482
evenBo18.oddBo61	32	35	958
evenBo32.oddBo15	18	81	213
evenBo27.oddBo55	23	41	897
evenBo41.oddBo14	9	82	1003
evenBo36.oddBo68	14	28	1446
evenBo19.oddBo66	31	30	1127
evenBo16.oddBo59	34	37	1455
evenBo19.oddBo45	31	51	725
evenBo11.oddBo63	39	33	463
evenBo16.oddBo63	34	33	1169
evenBo33.oddBo39	17	57	575
evenBo25.oddBo70	25	26	1358
evenBo36.oddBo53	14	43	1282
evenBo12.oddBo42	38	54	579
evenBo23.oddBo46	27	50	620
evenBo47.oddBo70	3	26	1155
evenBo21.oddBo44	29	52	654
evenBo50.oddBo56	0	40	587
evenBo30.oddBo63	20	33	1885
evenBo33.oddBo35	17	61	743
evenBo35.oddBo32	15	64	851
evenBo45.oddBo37	5	59	693
evenBo23.oddBo32	27	64	482
evenBo33.oddBo18	17	78	974
evenBo27.oddBo54	23	42	960
evenBo38.oddBo33	12	63	826
evenBo37.oddBo68	13	28	1436
evenBo18.oddBo27	32	69	906
evenBo20.oddBo56	30	40	1200
evenBo32.oddBo21	18	75	1309
evenBo17.oddBo48	33	48	789
evenBo38.oddBo12	12	84	755
evenBo26.oddBo55	24	41	1015
evenBo38.oddBo62	12	34	1756
evenBo11.oddBo39	39	57	408
evenBo22.oddBo46	28	50	645
evenBo41.oddBo53	9	43	678
evenBo39.oddBo56	11	40	799
evenBo24.oddBo34	26	62	812
evenBo34.oddBo41	16	55	903
evenBo26.oddBo28	24	68	1159
evenBo30.oddBo69	20	27	1263
evenBo3.oddBo34	47	62	122
evenBo42.oddBo38	8	58	1211
evenBo41.oddBo44	9	52	570
evenBo13.oddBo46	37	50	449
evenBo7.oddBo45	43	51	531
evenBo37.oddBo65	13	31	1785
evenBo21.oddBo22	29	74	957
evenBo16.oddBo14	34	82	596
evenBo43.oddBo34	7	62	511
evenBo8.oddBo8	42	88	386
evenBo11.oddBo48	39	48	575
evenBo49.oddBo11	1	85	320
evenBo14.oddBo67	36	29	748
evenBo28.oddBo30	22	66	921
evenBo34.oddBo62	16	34	2272
evenBo42.oddBo12	8	84	955
evenBo17.oddBo42	33	54	723
evenBo39.oddBo35	11	61	646
evenBo13.oddBo10	37	86	195
evenBo29.oddBo30	21	66	851
evenBo16.oddBo36	34	60	770
evenBo33.oddBo53	17	43	1386
evenBo7.oddBo48	43	48	614
evenBo6.oddBo47	44	49	284
evenBo28.oddBo52	22	44	1221
evenBo30.oddBo29	20	67	703
evenBo39.oddBo49	11	47	293
evenBo26.oddBo50	24	46	1022
evenBo27.oddBo9	23	87	153
evenBo47.oddBo28	3	68	831
evenBo23.oddBo52	27	44	1240
evenBo22.oddBo39	28	57	560
evenBo41.oddBo60	9	36	1573
evenBo13.oddBo60	37	36	1221
evenBo31.oddBo42	19	54	678
evenBo22.oddBo56	28	40	1007
evenBo40.oddBo46	10	50	867
evenBo7.oddBo52	43	44	428
evenBo10.oddBo23	40	73	445
evenBo33.oddBo31	17	65	715
evenBo36.oddBo44	14	52	734
evenBo47.oddBo67	3	29	973
evenBo20.oddBo46	30	50	591
evenBo41.oddBo59	9	37	1339
evenBo30.oddBo41	20	55	578
evenBo45.oddBo51	5	45	401
evenBo40.oddBo27	10	69	667
evenBo41.oddBo42	9	54	545
evenBo50.oddBo69	0	27	569
evenBo19.oddBo28	31	68	747
evenBo41.oddBo12	9	84	883
evenBo7.oddBo36	43	60	805
evenBo9.oddBo61	41	35	365
evenBo13.oddBo54	37	42	900
evenBo40.oddBo30	10	66	901
evenBo31.oddBo55	19	41	797
evenBo45.oddBo8	5	88	203
evenBo1.oddBo23	49	73	205
evenBo12.oddBo20	38	76	419
evenBo27.oddBo44	23	52	532
evenBo9.oddBo42	41	54	299
evenBo3.oddBo3	47	93	90
evenBo15.oddBo50	35	46	609
evenBo23.oddBo21	27	75	726
evenBo32.oddBo66	18	30	1207
evenBo50.oddBo61	0	35	607
evenBo23.oddBo38	27	58	1241
evenBo39.oddBo68	11	28	1011
evenBo49.oddBo23	1	73	971
evenBo31.oddBo8	19	88	465
evenBo31.oddBo7	19	89	682
evenBo21.oddBo10	29	86	396
evenBo20.oddBo60	30	36	833
evenBo17.oddBo26	33	70	666
evenBo37.oddBo54	13	42	884
evenBo5.oddBo44	45	52	304
evenBo19.oddBo56	31	40	1620
evenBo26.oddBo52	24	44	1296
evenBo42.oddBo11	8	85	512
evenBo22.oddBo52	28	44	782
evenBo20.oddBo55	30	41	776
evenBo34.oddBo58	16	38	1562
evenBo13.oddBo37	37	59	661
evenBo12.oddBo38	38	58	969
evenBo25.oddBo53	25	43	1390
evenBo30.oddBo52	20	44	938
evenBo9.oddBo35	41	61	432
evenBo30.oddBo55	20	41	847
evenBo27.oddBo62	23	34	1272
evenBo36.oddBo55	14	41	622
evenBo13.oddBo65	37	31	466
evenBo34.oddBo28	16	68	1200
evenBo50.oddBo25	0	71	663
evenBo28.oddBo47	22	49	481
evenBo22.oddBo51	28	45	948
evenBo42.oddBo42	8	54	646
evenBo30.oddBo28	20	68	507
evenBo23.oddBo7	27	89	282
evenBo18.oddBo46	32	50	533
evenBo17.oddBo28	33	68	664
evenBo4.oddBo63	46	33	270
evenBo38.oddBo68	12	28	1440
evenBo42.oddBo29	8	67	399
evenBo17.oddBo35	33	61	823
evenBo44.oddBo42	6	54	407
evenBo17.oddBo34	33	62	574
evenBo15.oddBo39	35	57	650
evenBo12.oddBo31	38	65	607
evenBo4.oddBo2	46	94	215
evenBo27.oddBo66	23	30	1311
evenBo26.oddBo59	24	37	1749
evenBo38.oddBo35	12	61	938
evenBo6.oddBo46	44	50	375
evenBo12.oddBo70	38	26	475
evenBo17.oddBo49	33	47	627
evenBo10.oddBo57	40	39	565
evenBo32.oddBo51	18	45	1172
evenBo16.oddBo50	34	46	634
evenBo21.oddBo33	29	63	507
evenBo22.oddBo55	28	41	1071
evenBo35.oddBo46	15	50	995
evenBo19.oddBo17	31	79	325
evenBo12.oddBo67	38	29	460
evenBo41.oddBo43	9	53	838
evenBo41.oddBo35	9	61	744
evenBo36.oddBo42	14	54	923
evenBo43.oddBo46	7	50	598
evenBo41.oddBo20	9	76	1149
evenBo18.oddBo65	32	31	730
evenBo21.oddBo61	29	35	780
evenBo28.oddBo10	22	86	308
evenBo44.oddBo52	6	44	609
evenBo13.oddBo67	37	29	559
evenBo39.oddBo64	11	32	1075
evenBo44.oddBo24	6	72	825
evenBo22.oddBo66	28	30	1058
evenBo21.oddBo42	29	54	509
evenBo16.oddBo46	34	50	440
evenBo41.oddBo69	9	27	1020
evenBo36.oddBo39	14	57	728
evenBo29.oddBo61	21	35	1239
evenBo8.oddBo63	42	33	483
evenBo48.oddBo33	2	63	552
evenBo42.oddBo33	8	63	785
evenBo25.oddBo14	25	82	232
evenBo7.oddBo39	43	57	798
evenBo45.oddBo30	5	66	465
evenBo24.oddBo28	26	68	906
evenBo44.oddBo25	6	71	726
evenBo48.oddBo21	2	75	1282
evenBo32.oddBo42	18	54	574
evenBo44.oddBo68	6	28	677
evenBo40.oddBo55	10	41	611
evenBo29.oddBo48	21	48	728
evenBo26.oddBo61	24	35	972
evenBo38.oddBo41	12	55	924
evenBo20.oddBo52	30	44	766
evenBo7.oddBo51	43	45	724
evenBo27.oddBo34	23	62	477
evenBo24.oddBo45	26	51	902
evenBo41.oddBo4	9	92	419
evenBo12.oddBo54	38	42	1131
evenBo24.oddBo57	26	39	1797
evenBo28.oddBo28	22	68	872
evenBo8.oddBo38	42	58	1023
evenBo38.oddBo46	12	50	1176
evenBo9.oddBo44	41	52	444
evenBo11.oddBo14	39	82	156
evenBo36.oddBo70	14	26	1164
evenBo39.oddBo36	11	60	434
evenBo14.oddBo1	36	95	550
evenBo41.oddBo11	9	85	584
evenBo12.oddBo65	38	31	546
evenBo42.oddBo46	8	50	1089
evenBo12.oddBo50	38	46	448
evenBo33.oddBo48	17	48	913
evenBo16.oddBo44	34	52	582
evenBo36.oddBo48	14	48	1088
evenBo33.oddBo13	17	83	421
evenBo36.oddBo23	14	73	1014
evenBo31.oddBo69	19	27	1670
evenBo22.oddBo45	28	51	549
evenBo39.oddBo38	11	58	576
evenBo37.oddBo29	13	67	897
evenBo31.oddBo50	19	46	1097
evenBo10.oddBo55	40	41	380
evenBo12.oddBo51	38	45	674
evenBo19.oddBo24	31	72	481
evenBo24.oddBo51	26	45	1193
evenBo17.oddBo24	33	72	399
evenBo22.oddBo41	28	55	669
evenBo33.oddBo40	17	56	706
evenBo26.oddBo29	24	67	772
evenBo7.oddBo19	43	77	142
evenBo36.oddBo38	14	58	1131
evenBo22.oddBo36	28	60	573
evenBo30.oddBo59	20	37	964
evenBo47.oddBo53	3	43	874
evenBo12.oddBo19	38	77	326
evenBo23.oddBo70	27	26	761
evenBo36.oddBo19	14	77	365
evenBo46.oddBo20	4	76	2040
evenBo22.oddBo64	28	32	890
evenBo13.oddBo41	37	55	547
evenBo40.oddBo15	10	81	647
evenBo44.oddBo57	6	39	1132
evenBo39.oddBo58	11	38	1370
evenBo30.oddBo49	20	47	764
evenBo17.oddBo38	33	58	833
evenBo42.oddBo14	8	82	1024
evenBo40.oddBo24	10	72	879
evenBo29.oddBo24	21	72	464
evenBo37.oddBo32	13	64	629
evenBo41.oddBo9	9	87	259
evenBo38.oddBo50	12	46	968
evenBo15.oddBo61	35	35	986
evenBo9.oddBo59	41	37	570
evenBo47.oddBo39	3	57	216
evenBo20.oddBo66	30	30	833
evenBo32.oddBo5	18	91	178
evenBo43.oddBo22	7	74	1121
evenBo36.oddBo31	14	65	623
evenBo14.oddBo19	36	77	340
evenBo31.oddBo39	19	57	473
evenBo15.oddBo1	35	95	370
evenBo28.oddBo65	22	31	979
evenBo30.oddBo31	20	65	572
evenBo44.oddBo34	6	62	449
evenBo49.oddBo27	1	69	452
evenBo38.oddBo38	12	58	1297
evenBo19.oddBo23	31	73	880
evenBo14.oddBo64	36	32	741
evenBo32.oddBo70	18	26	1109
evenBo33.oddBo49	17	47	890
evenBo46.oddBo69	4	27	1337
evenBo7.oddBo57	43	39	426
evenBo23.oddBo54	27	42	968
evenBo20.oddBo34	30	62	587
evenBo32.oddBo30	18	66	526
evenBo7.oddBo65	43	31	219
evenBo22.oddBo33	28	63	761
evenBo37.oddBo14	13	82	1530
evenBo22.oddBo32	28	64	676
evenBo27.oddBo12	23	84	262
evenBo32.oddBo55	18	41	652
evenBo9.oddBo36	41	60	494
evenBo44.oddBo55	6	41	629
evenBo14.oddBo47	36	49	693
evenBo32.oddBo53	18	43	1193
evenBo12.oddBo29	38	67	404
evenBo19.oddBo43	31	53	979
evenBo41.oddBo52	9	44	507
evenBo32.oddBo61	18	35	1119
evenBo26.oddBo37	24	59	949
evenBo32.oddBo52	18	44	874
evenBo15.oddBo22	35	74	602
evenBo18.oddBo32	32	64	636
evenBo50.oddBo27	0	69	314
evenBo1.oddBo56	49	40	306
evenBo30.oddBo53	20	43	1454
evenBo23.oddBo28	27	68	1009
evenBo28.oddBo32	22	64	572
evenBo39.oddBo37	11	59	631
evenBo35.oddBo39	15	57	816
evenBo16.oddBo64	34	32	1024
evenBo49.oddBo53	1	43	685
evenBo27.oddBo43	23	53	796
evenBo13.oddBo35	37	61	667
evenBo45.oddBo17	5	79	1378
evenBo34.oddBo46	16	50	1005
evenBo6.oddBo39	44	57	270
evenBo41.oddBo45	9	51	822
evenBo38.oddBo57	12	39	1798
evenBo30.oddBo38	20	58	870
evenBo11.oddBo43	39	53	612
evenBo40.oddBo43	10	53	726
evenBo17.oddBo50	33	46	837
evenBo11.oddBo61	39	35	614
evenBo39.oddBo51	11	45	783
evenBo15.oddBo12	35	84	158
evenBo44.oddBo56	6	40	1060
evenBo42.oddBo65	8	31	1425
evenBo18.oddBo11	32	85	475
evenBo45.oddBo35	5	61	802
evenBo37.oddBo28	13	68	745
evenBo34.oddBo55	16	41	996
evenBo42.oddBo58	8	38	994
evenBo29.oddBo64	21	32	919
evenBo26.oddBo48	24	48	741
evenBo13.oddBo31	37	65	541
evenBo42.oddBo48	8	48	442
evenBo38.oddBo21	12	75	1940
evenBo49.oddBo3	1	93	224
evenBo18.oddBo50	32	46	1219
evenBo42.oddBo3	8	93	485
evenBo47.oddBo56	3	40	627
evenBo40.oddBo54	10	42	1019
evenBo39.oddBo21	11	75	1151
evenBo23.oddBo35	27	61	860
evenBo27.oddBo5	23	91	493
evenBo46.oddBo27	4	69	662
evenBo25.oddBo52	25	44	848
evenBo29.oddBo69	21	27	1027
evenBo26.oddBo34	24	62	616
evenBo36.oddBo59	14	37	1730
evenBo28.oddBo5	22	91	360
evenBo2.oddBo23	48	73	158
evenBo43.oddBo54	7	42	1060
evenBo50.oddBo19	0	77	251
evenBo20.oddBo13	30	83	300
