spot_id	x	y	legnum
evenBo20.oddBo35	30	61	7409
evenBo35.oddBo49	15	47	21953
evenBo50.oddBo66	0	30	26450
evenBo10.oddBo54	40	42	44564
evenBo32.oddBo20	18	76	27810
evenBo27.oddBo60	23	36	53221
evenBo18.oddBo35	32	61	8477
evenBo16.oddBo48	34	48	10363
evenBo36.oddBo20	14	76	3792
evenBo16.oddBo40	34	56	10068
evenBo3.oddBo64	47	32	770
evenBo27.oddBo52	23	44	77399
evenBo34.oddBo64	16	32	56336
evenBo36.oddBo35	14	61	18735
evenBo21.oddBo68	29	28	8890
evenBo41.oddBo15	9	81	60594
evenBo45.oddBo15	5	81	7664
evenBo8.oddBo49	42	47	81432
evenBo32.oddBo23	18	73	1689
evenBo43.oddBo64	7	32	26618
evenBo13.oddBo57	37	39	44818
evenBo39.oddBo65	11	31	49440
evenBo47.oddBo21	3	75	30746
evenBo11.oddBo30	39	66	1589
evenBo17.oddBo16	33	80	8913
evenBo49.oddBo19	1	77	24054
evenBo42.oddBo37	8	59	27599
evenBo39.oddBo66	11	30	33483
evenBo27.oddBo48	23	48	13948
evenBo17.oddBo53	33	43	54790
evenBo16.oddBo66	34	30	10354
evenBo20.oddBo20	30	76	3342
evenBo29.oddBo39	21	57	8519
evenBo6.oddBo42	44	54	16678
evenBo26.oddBo41	24	55	22175
evenBo10.oddBo16	40	80	2109
evenBo7.oddBo38	43	58	40764
evenBo22.oddBo38	28	58	13958
evenBo32.oddBo57	18	39	41605
evenBo24.oddBo56	26	40	96611
evenBo48.oddBo68	2	28	18459
evenBo25.oddBo54	25	42	35930
evenBo31.oddBo64	19	32	75208
evenBo31.oddBo56	19	40	42670
evenBo12.oddBo59	38	37	62269
evenBo26.oddBo57	24	39	197720
evenBo41.oddBo68	9	28	21526
evenBo36.oddBo61	14	35	71347
evenBo19.oddBo52	31	44	47374
evenBo25.oddBo65	25	31	55322
evenBo19.oddBo47	31	49	36601
evenBo7.oddBo63	43	33	2230
evenBo24.oddBo54	26	42	96494
evenBo29.oddBo70	21	26	24109
evenBo18.oddBo63	32	33	10929
evenBo34.oddBo12	16	84	2532
evenBo50.oddBo54	0	42	10274
evenBo14.oddBo22	36	74	3380
evenBo20.oddBo25	30	71	35191
evenBo31.oddBo66	19	30	62108
evenBo18.oddBo40	32	56	10863
evenBo22.oddBo67	28	29	66233
evenBo43.oddBo58	7	38	7648
evenBo21.oddBo40	29	56	20313
evenBo46.oddBo19	4	77	41816
evenBo15.oddBo38	35	58	30243
evenBo26.oddBo45	24	51	9469
evenBo16.oddBo7	34	89	1336
evenBo43.oddBo20	7	76	67888
evenBo23.oddBo65	27	31	32826
evenBo41.oddBo32	9	64	35752
evenBo21.oddBo57	29	39	68091
evenBo36.oddBo46	14	50	31392
evenBo16.oddBo42	34	54	14972
evenBo27.oddBo51	23	45	148061
evenBo37.oddBo42	13	54	13974
evenBo23.oddBo34	27	62	8956
evenBo31.oddBo70	19	26	26185
evenBo28.oddBo61	22	35	42477
evenBo2.oddBo16	48	80	1215
evenBo20.oddBo33	30	63	10781
evenBo37.oddBo36	13	60	9840
evenBo34.oddBo60	16	36	54457
evenBo32.oddBo24	18	72	2647
evenBo11.oddBo37	39	59	25483
evenBo19.oddBo46	31	50	8282
evenBo16.oddBo60	34	36	30439
evenBo21.oddBo56	29	40	68602
evenBo46.oddBo56	4	40	29145
evenBo28.oddBo60	22	36	44267
evenBo6.oddBo45	44	51	8311
evenBo46.oddBo68	4	28	17378
evenBo15.oddBo32	35	64	4621
evenBo21.oddBo48	29	48	23503
evenBo44.oddBo27	6	69	2117
evenBo17.oddBo36	33	60	44541
evenBo24.oddBo37	26	59	32740
evenBo45.oddBo70	5	26	12667
evenBo34.oddBo49	16	47	22145
evenBo45.oddBo16	5	80	48253
evenBo33.oddBo8	17	88	35746
evenBo29.oddBo46	21	50	9106
evenBo24.oddBo29	26	67	10706
evenBo19.oddBo13	31	83	5036
evenBo42.oddBo66	8	30	62449
evenBo28.oddBo43	22	53	9830
evenBo29.oddBo66	21	30	27344
evenBo16.oddBo32	34	64	4303
evenBo37.oddBo63	13	33	99657
evenBo40.oddBo57	10	39	39568
evenBo43.oddBo17	7	79	46043
evenBo46.oddBo65	4	31	3717
evenBo10.oddBo31	40	65	9448
evenBo37.oddBo30	13	66	11471
evenBo24.oddBo50	26	46	19288
evenBo29.oddBo50	21	46	34145
evenBo46.oddBo58	4	38	27831
evenBo26.oddBo40	24	56	12524
evenBo44.oddBo22	6	74	17730
evenBo39.oddBo13	11	83	13461
evenBo26.oddBo60	24	36	30244
evenBo20.oddBo54	30	42	47254
evenBo20.oddBo36	30	60	21731
evenBo34.oddBo20	16	76	10480
evenBo45.oddBo23	5	73	44237
evenBo11.oddBo36	39	60	1729
evenBo44.oddBo43	6	53	18918
evenBo41.oddBo61	9	35	50787
evenBo42.oddBo39	8	57	11013
evenBo27.oddBo64	23	32	37889
evenBo43.oddBo33	7	63	5593
evenBo1.oddBo45	49	51	1619
evenBo19.oddBo29	31	67	6657
evenBo35.oddBo28	15	68	15025
evenBo32.oddBo17	18	79	993
evenBo42.oddBo34	8	62	5545
evenBo23.oddBo39	27	57	20874
evenBo25.oddBo67	25	29	62421
evenBo36.oddBo43	14	53	42875
evenBo8.oddBo56	42	40	12315
evenBo39.oddBo57	11	39	51697
evenBo47.oddBo25	3	71	14784
evenBo6.oddBo48	44	48	9574
evenBo33.oddBo20	17	76	42207
evenBo31.oddBo10	19	86	1696
evenBo13.oddBo34	37	62	11479
evenBo28.oddBo55	22	41	51550
evenBo46.oddBo34	4	62	17013
evenBo35.oddBo31	15	65	6404
evenBo16.oddBo58	34	38	23526
evenBo26.oddBo70	24	26	15491
evenBo11.oddBo56	39	40	20459
evenBo11.oddBo21	39	75	19441
evenBo27.oddBo35	23	61	10439
evenBo21.oddBo37	29	59	16268
evenBo41.oddBo3	9	93	2829
evenBo43.oddBo69	7	27	26792
evenBo29.oddBo43	21	53	26227
evenBo40.oddBo38	10	58	12982
evenBo44.oddBo58	6	38	38373
evenBo45.oddBo36	5	60	11940
evenBo20.oddBo45	30	51	12707
evenBo33.oddBo37	17	59	18585
evenBo50.oddBo59	0	37	24488
evenBo37.oddBo60	13	36	75054
evenBo44.oddBo26	6	70	8397
evenBo36.oddBo29	14	67	22418
evenBo29.oddBo42	21	54	8918
evenBo28.oddBo22	22	74	4188
evenBo10.oddBo53	40	43	74828
evenBo9.oddBo29	41	67	20479
evenBo18.oddBo45	32	51	12775
evenBo11.oddBo69	39	27	8213
evenBo27.oddBo32	23	64	15374
evenBo33.oddBo44	17	52	17769
evenBo39.oddBo10	11	86	2133
evenBo26.oddBo32	24	64	29312
evenBo35.oddBo55	15	41	26997
evenBo38.oddBo32	12	64	17072
evenBo41.oddBo66	9	30	76971
evenBo44.oddBo12	6	84	1934
evenBo20.oddBo12	30	84	8009
evenBo25.oddBo41	25	55	11630
evenBo5.oddBo49	45	47	12960
evenBo42.oddBo17	8	79	11277
evenBo34.oddBo47	16	49	31041
evenBo46.oddBo41	4	55	6126
evenBo40.oddBo20	10	76	27843
evenBo24.oddBo6	26	90	35177
evenBo42.oddBo64	8	32	26911
evenBo28.oddBo36	22	60	22127
evenBo35.oddBo50	15	46	22126
evenBo37.oddBo47	13	49	50559
evenBo12.oddBo53	38	43	10616
evenBo20.oddBo58	30	38	94704
evenBo22.oddBo57	28	39	51927
evenBo22.oddBo49	28	47	8254
evenBo36.oddBo47	14	49	25203
evenBo39.oddBo61	11	35	22464
evenBo21.oddBo63	29	33	13578
evenBo12.oddBo30	38	66	4665
evenBo45.oddBo60	5	36	17905
evenBo8.oddBo39	42	57	20404
evenBo28.oddBo56	22	40	70474
evenBo26.oddBo35	24	61	6905
evenBo31.oddBo67	19	29	90741
evenBo18.oddBo37	32	59	17359
evenBo24.oddBo70	26	26	62965
evenBo32.oddBo25	18	71	3497
evenBo29.oddBo59	21	37	34496
evenBo24.oddBo41	26	55	8966
evenBo37.oddBo12	13	84	4486
evenBo25.oddBo38	25	58	18794
evenBo23.oddBo47	27	49	18012
evenBo20.oddBo38	30	58	12911
evenBo24.oddBo66	26	30	59458
evenBo12.oddBo41	38	55	14437
evenBo30.oddBo36	20	60	5596
evenBo40.oddBo1	10	95	2225
evenBo44.oddBo21	6	75	93625
evenBo22.oddBo59	28	37	33715
evenBo46.oddBo67	4	29	56363
evenBo6.oddBo35	44	61	4073
evenBo28.oddBo38	22	58	7815
evenBo13.oddBo58	37	38	76560
evenBo42.oddBo43	8	53	14168
evenBo31.oddBo38	19	58	7691
evenBo4.oddBo48	46	48	1424
evenBo47.oddBo29	3	67	7436
evenBo29.oddBo8	21	88	1348
evenBo11.oddBo27	39	69	864
evenBo50.oddBo31	0	65	15487
evenBo46.oddBo53	4	43	17897
evenBo40.oddBo11	10	85	47767
evenBo15.oddBo41	35	55	15932
evenBo46.oddBo25	4	71	8585
evenBo29.oddBo9	21	87	1361
evenBo36.oddBo10	14	86	26521
evenBo42.oddBo55	8	41	28731
evenBo24.oddBo27	26	69	33152
evenBo30.oddBo61	20	35	39232
evenBo28.oddBo31	22	65	12643
evenBo43.oddBo52	7	44	14503
evenBo12.oddBo18	38	78	2095
evenBo14.oddBo35	36	61	48392
evenBo11.oddBo50	39	46	9179
evenBo43.oddBo7	7	89	544
evenBo31.oddBo60	19	36	10560
evenBo40.oddBo31	10	65	33451
evenBo44.oddBo44	6	52	9117
evenBo47.oddBo58	3	38	31562
evenBo43.oddBo15	7	81	12173
evenBo32.oddBo64	18	32	16573
evenBo32.oddBo59	18	37	24523
evenBo17.oddBo65	33	31	13676
evenBo10.oddBo61	40	35	2680
evenBo44.oddBo19	6	77	139650
evenBo8.oddBo50	42	46	41384
evenBo20.oddBo61	30	35	10575
evenBo14.oddBo16	36	80	34543
evenBo46.oddBo38	4	58	4392
evenBo49.oddBo36	1	60	968
evenBo34.oddBo11	16	85	2245
evenBo32.oddBo54	18	42	31291
evenBo24.oddBo31	26	65	4143
evenBo45.oddBo44	5	52	16195
evenBo43.oddBo53	7	43	21098
evenBo24.oddBo60	26	36	28187
evenBo21.oddBo34	29	62	4180
evenBo21.oddBo45	29	51	14000
evenBo11.oddBo29	39	67	1625
evenBo38.oddBo55	12	41	42433
evenBo29.oddBo62	21	34	45118
evenBo25.oddBo29	25	67	17130
evenBo33.oddBo64	17	32	42402
evenBo25.oddBo37	25	59	22078
evenBo33.oddBo60	17	36	76359
evenBo36.oddBo49	14	47	18910
evenBo12.oddBo61	38	35	11305
evenBo41.oddBo23	9	73	21436
evenBo33.oddBo43	17	53	14606
evenBo36.oddBo60	14	36	23885
evenBo32.oddBo50	18	46	14061
evenBo30.oddBo46	20	50	37938
evenBo23.oddBo48	27	48	26941
evenBo28.oddBo34	22	62	8286
evenBo20.oddBo17	30	79	1837
evenBo21.oddBo25	29	71	36092
evenBo33.oddBo29	17	67	5028
evenBo21.oddBo52	29	44	22648
evenBo40.oddBo42	10	54	15957
evenBo35.oddBo56	15	40	76511
evenBo33.oddBo67	17	29	46788
evenBo13.oddBo38	37	58	25216
evenBo4.oddBo10	46	86	907
evenBo20.oddBo63	30	33	31399
evenBo15.oddBo64	35	32	14613
evenBo37.oddBo21	13	75	29219
evenBo8.oddBo55	42	41	2132
evenBo11.oddBo54	39	42	22933
evenBo27.oddBo63	23	33	75614
evenBo11.oddBo65	39	31	2291
evenBo35.oddBo24	15	72	6812
evenBo9.oddBo28	41	68	42549
evenBo20.oddBo59	30	37	51260
evenBo11.oddBo45	39	51	6299
evenBo49.oddBo69	1	27	18736
evenBo23.oddBo20	27	76	2506
evenBo37.oddBo51	13	45	49234
evenBo24.oddBo8	26	88	1727
evenBo7.oddBo37	43	59	19283
evenBo37.oddBo4	13	92	420
evenBo35.oddBo53	15	43	22418
evenBo25.oddBo69	25	27	67688
evenBo21.oddBo41	29	55	12287
evenBo42.oddBo13	8	83	26298
evenBo26.oddBo62	24	34	26429
evenBo37.oddBo58	13	38	82911
evenBo24.oddBo44	26	52	13752
evenBo23.oddBo62	27	34	77511
evenBo8.oddBo58	42	38	17980
evenBo39.oddBo7	11	89	492
evenBo15.oddBo36	35	60	10414
evenBo8.oddBo47	42	49	37655
evenBo38.oddBo59	12	37	79958
evenBo21.oddBo43	29	53	27693
evenBo23.oddBo67	27	29	65426
evenBo35.oddBo47	15	49	31371
evenBo23.oddBo37	27	59	19955
evenBo32.oddBo36	18	60	4950
evenBo4.oddBo43	46	53	2882
evenBo3.oddBo24	47	72	922
evenBo49.oddBo8	1	88	1503
evenBo18.oddBo48	32	48	18314
evenBo43.oddBo68	7	28	28604
evenBo39.oddBo52	11	44	6534
evenBo41.oddBo54	9	42	17151
evenBo29.oddBo25	21	71	3925
evenBo13.oddBo59	37	37	65061
evenBo12.oddBo37	38	59	5458
evenBo9.oddBo52	41	44	34685
evenBo13.oddBo39	37	57	11323
evenBo47.oddBo68	3	28	36537
evenBo21.oddBo23	29	73	21754
evenBo49.oddBo31	1	65	12051
evenBo18.oddBo61	32	35	21988
evenBo32.oddBo15	18	81	928
evenBo27.oddBo55	23	41	32878
evenBo41.oddBo14	9	82	17637
evenBo36.oddBo68	14	28	47786
evenBo19.oddBo66	31	30	51624
evenBo16.oddBo59	34	37	60685
evenBo19.oddBo45	31	51	17770
evenBo11.oddBo63	39	33	5667
evenBo16.oddBo63	34	33	35000
evenBo33.oddBo39	17	57	6268
evenBo25.oddBo70	25	26	43485
evenBo36.oddBo53	14	43	41451
evenBo12.oddBo42	38	54	11225
evenBo23.oddBo46	27	50	6411
evenBo47.oddBo70	3	26	47689
evenBo21.oddBo44	29	52	11310
evenBo50.oddBo56	0	40	4758
evenBo30.oddBo63	20	33	54957
evenBo33.oddBo35	17	61	10244
evenBo35.oddBo32	15	64	7845
evenBo45.oddBo37	5	59	7221
evenBo23.oddBo32	27	64	8002
evenBo33.oddBo18	17	78	33134
evenBo27.oddBo54	23	42	19063
evenBo38.oddBo33	12	63	8677
evenBo37.oddBo68	13	28	39573
evenBo18.oddBo27	32	69	30677
evenBo20.oddBo56	30	40	39170
evenBo32.oddBo21	18	75	52671
evenBo17.oddBo48	33	48	18529
evenBo38.oddBo12	12	84	21010
evenBo26.oddBo55	24	41	40392
evenBo38.oddBo62	12	34	33889
evenBo11.oddBo39	39	57	10419
evenBo22.oddBo46	28	50	16079
evenBo41.oddBo53	9	43	14271
evenBo39.oddBo56	11	40	29742
evenBo24.oddBo34	26	62	9006
evenBo34.oddBo41	16	55	8290
evenBo26.oddBo28	24	68	39354
evenBo30.oddBo69	20	27	41348
evenBo3.oddBo34	47	62	574
evenBo42.oddBo38	8	58	25634
evenBo41.oddBo44	9	52	7812
evenBo13.oddBo46	37	50	3852
evenBo7.oddBo45	43	51	11182
evenBo37.oddBo65	13	31	60871
evenBo21.oddBo22	29	74	16523
evenBo16.oddBo14	34	82	16265
evenBo43.oddBo34	7	62	11967
evenBo8.oddBo8	42	88	2750
evenBo11.oddBo48	39	48	19138
evenBo49.oddBo11	1	85	2014
evenBo14.oddBo67	36	29	7773
evenBo28.oddBo30	22	66	36674
evenBo34.oddBo62	16	34	69824
evenBo42.oddBo12	8	84	31816
evenBo17.oddBo42	33	54	13945
evenBo39.oddBo35	11	61	8838
evenBo13.oddBo10	37	86	1262
evenBo29.oddBo30	21	66	16267
evenBo16.oddBo36	34	60	17364
evenBo33.oddBo53	17	43	39151
evenBo7.oddBo48	43	48	20816
evenBo6.oddBo47	44	49	6256
evenBo28.oddBo52	22	44	58984
evenBo30.oddBo29	20	67	9831
evenBo39.oddBo49	11	47	4150
evenBo26.oddBo50	24	46	31342
evenBo27.oddBo9	23	87	470
evenBo47.oddBo28	3	68	21082
evenBo23.oddBo52	27	44	33600
evenBo22.oddBo39	28	57	7136
evenBo41.oddBo60	9	36	52434
evenBo13.oddBo60	37	36	65753
evenBo31.oddBo42	19	54	8014
evenBo22.oddBo56	28	40	27720
evenBo40.oddBo46	10	50	17746
evenBo7.oddBo52	43	44	15308
evenBo10.oddBo23	40	73	16918
evenBo33.oddBo31	17	65	14996
evenBo36.oddBo44	14	52	19908
evenBo47.oddBo67	3	29	21222
evenBo20.oddBo46	30	50	6698
evenBo41.oddBo59	9	37	28350
evenBo30.oddBo41	20	55	2749
evenBo45.oddBo51	5	45	2176
evenBo40.oddBo27	10	69	8650
evenBo41.oddBo42	9	54	10136
evenBo50.oddBo69	0	27	4089
evenBo19.oddBo28	31	68	6592
evenBo41.oddBo12	9	84	27334
evenBo7.oddBo36	43	60	33793
evenBo9.oddBo61	41	35	3139
evenBo13.oddBo54	37	42	36437
evenBo40.oddBo30	10	66	19104
evenBo31.oddBo55	19	41	16321
evenBo45.oddBo8	5	88	960
evenBo1.oddBo23	49	73	1161
evenBo12.oddBo20	38	76	14338
evenBo27.oddBo44	23	52	5433
evenBo9.oddBo42	41	54	1578
evenBo3.oddBo3	47	93	472
evenBo15.oddBo50	35	46	24089
evenBo23.oddBo21	27	75	7968
evenBo32.oddBo66	18	30	21542
evenBo50.oddBo61	0	35	12852
evenBo23.oddBo38	27	58	33106
evenBo39.oddBo68	11	28	28942
evenBo49.oddBo23	1	73	27395
evenBo31.oddBo8	19	88	4448
evenBo31.oddBo7	19	89	29350
evenBo21.oddBo10	29	86	5071
evenBo20.oddBo60	30	36	24165
evenBo17.oddBo26	33	70	13112
evenBo37.oddBo54	13	42	18996
evenBo5.oddBo44	45	52	2942
evenBo19.oddBo56	31	40	73462
evenBo26.oddBo52	24	44	68854
evenBo42.oddBo11	8	85	3412
evenBo22.oddBo52	28	44	30944
evenBo20.oddBo55	30	41	24492
evenBo34.oddBo58	16	38	34873
evenBo13.oddBo37	37	59	18722
evenBo12.oddBo38	38	58	39451
evenBo25.oddBo53	25	43	51375
evenBo30.oddBo52	20	44	21077
evenBo9.oddBo35	41	61	6963
evenBo30.oddBo55	20	41	14592
evenBo27.oddBo62	23	34	40115
evenBo36.oddBo55	14	41	8686
evenBo13.oddBo65	37	31	7009
evenBo34.oddBo28	16	68	26616
evenBo50.oddBo25	0	71	27597
evenBo28.oddBo47	22	49	6297
evenBo22.oddBo51	28	45	36886
evenBo42.oddBo42	8	54	5746
evenBo30.oddBo28	20	68	3830
evenBo23.oddBo7	27	89	9837
evenBo18.oddBo46	32	50	8676
evenBo17.oddBo28	33	68	3668
evenBo4.oddBo63	46	33	1375
evenBo38.oddBo68	12	28	29571
evenBo42.oddBo29	8	67	2011
evenBo17.oddBo35	33	61	22401
evenBo44.oddBo42	6	54	5549
evenBo17.oddBo34	33	62	9401
evenBo15.oddBo39	35	57	18024
evenBo12.oddBo31	38	65	13162
evenBo4.oddBo2	46	94	1348
evenBo27.oddBo66	23	30	39666
evenBo26.oddBo59	24	37	70393
evenBo38.oddBo35	12	61	6829
evenBo6.oddBo46	44	50	10093
evenBo12.oddBo70	38	26	15620
evenBo17.oddBo49	33	47	18371
evenBo10.oddBo57	40	39	11551
evenBo32.oddBo51	18	45	26200
evenBo16.oddBo50	34	46	16961
evenBo21.oddBo33	29	63	8276
evenBo22.oddBo55	28	41	36937
evenBo35.oddBo46	15	50	20404
evenBo19.oddBo17	31	79	2459
evenBo12.oddBo67	38	29	6347
evenBo41.oddBo43	9	53	7916
evenBo41.oddBo35	9	61	10426
evenBo36.oddBo42	14	54	36337
evenBo43.oddBo46	7	50	13144
evenBo41.oddBo20	9	76	36966
evenBo18.oddBo65	32	31	10083
evenBo21.oddBo61	29	35	15705
evenBo28.oddBo10	22	86	1496
evenBo44.oddBo52	6	44	22187
evenBo13.oddBo67	37	29	8127
evenBo39.oddBo64	11	32	33656
evenBo44.oddBo24	6	72	7131
evenBo22.oddBo66	28	30	28089
evenBo21.oddBo42	29	54	7790
evenBo16.oddBo46	34	50	4955
evenBo41.oddBo69	9	27	16985
evenBo36.oddBo39	14	57	10292
evenBo29.oddBo61	21	35	41410
evenBo8.oddBo63	42	33	3189
evenBo48.oddBo33	2	63	11741
evenBo42.oddBo33	8	63	8574
evenBo25.oddBo14	25	82	1122
evenBo7.oddBo39	43	57	35446
evenBo45.oddBo30	5	66	1809
evenBo24.oddBo28	26	68	12832
evenBo44.oddBo25	6	71	4634
evenBo48.oddBo21	2	75	22521
evenBo32.oddBo42	18	54	7561
evenBo44.oddBo68	6	28	16672
evenBo40.oddBo55	10	41	7181
evenBo29.oddBo48	21	48	16455
evenBo26.oddBo61	24	35	26530
evenBo38.oddBo41	12	55	19447
evenBo20.oddBo52	30	44	32167
evenBo7.oddBo51	43	45	39658
evenBo27.oddBo34	23	62	6244
evenBo24.oddBo45	26	51	10664
evenBo41.oddBo4	9	92	2998
evenBo12.oddBo54	38	42	49607
evenBo24.oddBo57	26	39	70790
evenBo28.oddBo28	22	68	10280
evenBo8.oddBo38	42	58	36241
evenBo38.oddBo46	12	50	31128
evenBo9.oddBo44	41	52	9556
evenBo11.oddBo14	39	82	881
evenBo36.oddBo70	14	26	22604
evenBo39.oddBo36	11	60	4292
evenBo14.oddBo1	36	95	1854
evenBo41.oddBo11	9	85	8801
evenBo12.oddBo65	38	31	5739
evenBo42.oddBo46	8	50	35836
evenBo12.oddBo50	38	46	5742
evenBo33.oddBo48	17	48	29399
evenBo16.oddBo44	34	52	7672
evenBo36.oddBo48	14	48	28279
evenBo33.oddBo13	17	83	1980
evenBo36.oddBo23	14	73	9072
evenBo31.oddBo69	19	27	46721
evenBo22.oddBo45	28	51	13995
evenBo39.oddBo38	11	58	3130
evenBo37.oddBo29	13	67	25747
evenBo31.oddBo50	19	46	35474
evenBo10.oddBo55	40	41	6942
evenBo12.oddBo51	38	45	13398
evenBo19.oddBo24	31	72	3138
evenBo24.oddBo51	26	45	24345
evenBo17.oddBo24	33	72	2161
evenBo22.oddBo41	28	55	16181
evenBo33.oddBo40	17	56	6210
evenBo26.oddBo29	24	67	11488
evenBo7.oddBo19	43	77	602
evenBo36.oddBo38	14	58	11636
evenBo22.oddBo36	28	60	8742
evenBo30.oddBo59	20	37	30475
evenBo47.oddBo53	3	43	21704
evenBo12.oddBo19	38	77	11299
evenBo23.oddBo70	27	26	13364
evenBo36.oddBo19	14	77	1132
evenBo46.oddBo20	4	76	63359
evenBo22.oddBo64	28	32	19505
evenBo13.oddBo41	37	55	12331
evenBo40.oddBo15	10	81	5448
evenBo44.oddBo57	6	39	28286
evenBo39.oddBo58	11	38	42091
evenBo30.oddBo49	20	47	15565
evenBo17.oddBo38	33	58	14818
evenBo42.oddBo14	8	82	15957
evenBo40.oddBo24	10	72	6649
evenBo29.oddBo24	21	72	3765
evenBo37.oddBo32	13	64	4253
evenBo41.oddBo9	9	87	1002
evenBo38.oddBo50	12	46	19535
evenBo15.oddBo61	35	35	38982
evenBo9.oddBo59	41	37	14352
evenBo47.oddBo39	3	57	789
evenBo20.oddBo66	30	30	17476
evenBo32.oddBo5	18	91	492
evenBo43.oddBo22	7	74	19844
evenBo36.oddBo31	14	65	5207
evenBo14.oddBo19	36	77	1252
evenBo31.oddBo39	19	57	2456
evenBo15.oddBo1	35	95	831
evenBo28.oddBo65	22	31	9534
evenBo30.oddBo31	20	65	6452
evenBo44.oddBo34	6	62	7657
evenBo49.oddBo27	1	69	9832
evenBo38.oddBo38	12	58	23140
evenBo19.oddBo23	31	73	20912
evenBo14.oddBo64	36	32	12130
evenBo32.oddBo70	18	26	18261
evenBo33.oddBo49	17	47	25329
evenBo46.oddBo69	4	27	43086
evenBo7.oddBo57	43	39	10811
evenBo23.oddBo54	27	42	28786
evenBo20.oddBo34	30	62	9137
evenBo32.oddBo30	18	66	10335
evenBo7.oddBo65	43	31	1212
evenBo22.oddBo33	28	63	13631
evenBo37.oddBo14	13	82	63508
evenBo22.oddBo32	28	64	15175
evenBo27.oddBo12	23	84	1334
evenBo32.oddBo55	18	41	6970
evenBo9.oddBo36	41	60	7864
evenBo44.oddBo55	6	41	10498
evenBo14.oddBo47	36	49	15587
evenBo32.oddBo53	18	43	24230
evenBo12.oddBo29	38	67	4235
evenBo19.oddBo43	31	53	32930
evenBo41.oddBo52	9	44	6646
evenBo32.oddBo61	18	35	49247
evenBo26.oddBo37	24	59	12085
evenBo32.oddBo52	18	44	23230
evenBo15.oddBo22	35	74	12879
evenBo18.oddBo32	32	64	4880
evenBo50.oddBo27	0	69	2423
evenBo1.oddBo56	49	40	1786
evenBo30.oddBo53	20	43	46377
evenBo23.oddBo28	27	68	26262
evenBo28.oddBo32	22	64	8271
evenBo39.oddBo37	11	59	12199
evenBo35.oddBo39	15	57	10218
evenBo16.oddBo64	34	32	37273
evenBo49.oddBo53	1	43	15185
evenBo27.oddBo43	23	53	9095
evenBo13.oddBo35	37	61	17243
evenBo45.oddBo17	5	79	28046
evenBo34.oddBo46	16	50	17363
evenBo6.oddBo39	44	57	2573
evenBo41.oddBo45	9	51	16536
evenBo38.oddBo57	12	39	46999
evenBo30.oddBo38	20	58	16738
evenBo11.oddBo43	39	53	18568
evenBo40.oddBo43	10	53	13796
evenBo17.oddBo50	33	46	26268
evenBo11.oddBo61	39	35	9638
evenBo39.oddBo51	11	45	27745
evenBo15.oddBo12	35	84	631
evenBo44.oddBo56	6	40	48761
evenBo42.oddBo65	8	31	41360
evenBo18.oddBo11	32	85	14522
evenBo45.oddBo35	5	61	26156
evenBo37.oddBo28	13	68	5494
evenBo34.oddBo55	16	41	19316
evenBo42.oddBo58	8	38	25719
evenBo29.oddBo64	21	32	18930
evenBo26.oddBo48	24	48	17765
evenBo13.oddBo31	37	65	5153
evenBo42.oddBo48	8	48	2189
evenBo38.oddBo21	12	75	40569
evenBo49.oddBo3	1	93	810
evenBo18.oddBo50	32	46	61080
evenBo42.oddBo3	8	93	2717
evenBo47.oddBo56	3	40	10142
evenBo40.oddBo54	10	42	38861
evenBo39.oddBo21	11	75	25567
